Sample,Plate,Well,Row,Col,Egg lay date,Egg lay period,Egg transfer (ET),Infection start date,Infection end date,Infection period,Infection start date - Egg lay date,No. vials made on that date,Yeast usage,Cage,Total flies collected on that date,3 cM,27 cM,Genotype (3 and 27 cM),7 cM,10.3 cM,12 cM,17 cM,Wasp primer melting temperature ,Wasp DNA amplified,8 cM,11 cM,10.7 cM,11.3 cM,11.6 cM,8.5 cM,9 cM,10 cM
S107,S2,C2,C,2,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S108,S2,D2,D,2,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S109,S2,E2,E,2,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11,S1,C2,C,2,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S110,S2,F2,F,2,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S111,S2,G2,G,2,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S112,S2,H2,H,2,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S113,S2,A3,A,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S114,S2,B3,B,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,S,H,SH,S,NA,NA,NA,74.40356445,N,NA,NA,NA,NA,NA,NA,NA,NA
S115,S2,C3,C,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S116,S2,D3,D,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S117,S2,E3,E,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,S,HS,H,H,H,H,80.68167877,N,NA,NA,NA,NA,NA,NA,NA,NA
S118,S2,F3,F,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S119,S2,G3,G,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S12,S1,D2,D,2,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,S,HS,H,H,H,H,78.59576416,Y,NA,NA,NA,NA,NA,NA,NA,NA
S120,S2,H3,H,3,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S121,S2,A4,A,4,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,H,SH,S,S,NA,H,75.29803467,N,NA,NA,NA,NA,NA,NA,NA,NA
S122,S2,B4,B,4,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S123,S2,C4,C,4,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S124,S2,D4,D,4,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S125,S2,E4,E,4,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S127,S2,G4,G,4,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S128,S2,H4,H,4,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S129,S2,A5,A,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S13,S1,E2,E,2,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S130,S2,B5,B,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,S,HS,S,S,S,S,78.29777527,Y,NA,NA,NA,NA,NA,NA,NA,NA
S131,S2,C5,C,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S132,S2,D5,D,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S133,S2,E5,E,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S134,S2,F5,F,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S135,S2,G5,G,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S136,S2,H5,H,5,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S137,S2,A6,A,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S138,S2,B6,B,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S139,S2,C6,C,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S14,S1,F2,F,2,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S140,S2,D6,D,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S141,S2,E6,E,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,H,SH,H,H,NA,NA,78.13052368,Y,NA,NA,NA,NA,NA,NA,NA,NA
S142,S2,F6,F,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S143,S2,G6,G,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S144,S2,H6,H,6,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S145,S2,A7,A,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S146,S2,B7,B,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S147,S2,C7,C,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S148,S2,D7,D,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,H,SH,H,H,NA,H,78.13052368,Y,NA,NA,NA,NA,NA,NA,NA,NA
S149,S2,E7,E,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S15,S1,G2,G,2,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S150,S2,F7,F,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,S,HS,H,H,H,H,78.29777527,Y,NA,NA,NA,NA,NA,NA,NA,NA
S151,S2,G7,G,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S152,S2,H7,H,7,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S153,S2,A8,A,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S154,S2,B8,B,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S155,S2,C8,C,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S156,S2,D8,D,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S157,S2,E8,E,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S158,S2,F8,F,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S159,S2,G8,G,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S16,S1,H2,H,2,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,S,HS,H,H,S,S,78.29777527,Y,NA,H,NA,H,S,NA,NA,NA
S160,S2,H8,H,8,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S161,S2,A9,A,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S162,S2,B9,B,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S163,S2,C9,C,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S164,S2,D9,D,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S165,S2,E9,E,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S166,S2,F9,F,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S167,S2,G9,G,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S168,S2,H9,H,9,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,S,HS,H,H,H,H,80.97966766,N,NA,NA,NA,NA,NA,NA,NA,NA
S169,S2,A10,A,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S17,S1,A3,A,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S170,S2,B10,B,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S171,S2,C10,C,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S172,S2,D10,D,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S173,S2,E10,E,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S174,S2,F10,F,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,H,SH,S,S,NA,S,74.25448608,N,NA,NA,NA,NA,NA,NA,NA,NA
S175,S2,G10,G,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S176,S2,H10,H,10,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,S,HS,H,H,H,H,78.59576416,Y,NA,NA,NA,NA,NA,NA,NA,NA
S177,S2,A11,A,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S178,S2,B11,B,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S179,S2,C11,C,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,S,HS,S,S,S,S,78.15061188,Y,NA,NA,NA,NA,NA,NA,NA,NA
S18,S1,B3,B,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S180,S2,D11,D,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S181,S2,E11,E,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S182,S2,F11,F,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S183,S2,G11,G,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S184,S2,H11,H,11,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S185,S2,A12,A,12,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,S,H,SH,H,H,NA,H,77.98144531,Y,NA,NA,NA,NA,NA,NA,NA,NA
S186,S2,B12,B,12,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S187,S2,C12,C,12,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S188,S2,D12,D,12,NA,Overnight,NA,16-Nov,16-Nov,3 hours,2,NA,"Plastic, no yeast",1,67,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S189,S2,E12,E,12,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,S1,C3,C,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,S,HS,H,H,H,H,78.29777527,Y,NA,NA,NA,NA,NA,NA,NA,NA
S190,S2,F12,F,12,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S191,S2,G12,G,12,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S192,S2,H12,H,12,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S196,S3,D1,D,1,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,78.29956818,Y,NA,NA,NA,NA,NA,NA,NA,NA
S197,S3,E1,E,1,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S198,S3,F1,F,1,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,78.29956818,Y,NA,NA,NA,NA,NA,NA,NA,NA
S2,S1,B1,B,1,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S20,S1,D3,D,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S203,S3,C2,C,2,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S204,S3,D2,D,2,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,79.78916168,N,NA,NA,NA,NA,NA,NA,NA,NA
S206,S3,F2,F,2,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,76.66101837,N,NA,NA,NA,NA,NA,NA,NA,NA
S208,S3,H2,H,2,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,80.53395844,N,NA,NA,NA,NA,NA,NA,NA,NA
S21,S1,E3,E,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S210,S3,B3,B,3,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,78.4485321,Y,NA,NA,NA,NA,NA,NA,NA,NA
S213,S3,E3,E,3,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S214,S3,F3,F,3,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S216,S3,H3,H,3,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S217,S3,A4,A,4,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,80.08708191,N,NA,NA,NA,NA,NA,NA,NA,NA
S22,S1,F3,F,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S225,S3,A5,A,5,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S226,S3,B5,B,5,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S229,S3,E5,E,5,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S23,S1,G3,G,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S230,S3,F5,F,5,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S231,S3,G5,G,5,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S235,S3,C6,C,6,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,78.4485321,Y,NA,NA,NA,NA,NA,NA,NA,NA
S236,S3,D6,D,6,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,78.29956818,Y,NA,NA,NA,NA,NA,NA,NA,NA
S237,S3,E6,E,6,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S239,S3,G6,G,6,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,S1,H3,H,3,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S240,S3,H6,H,6,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S241,S3,A7,A,7,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,78.29652405,Y,NA,NA,NA,NA,NA,NA,NA,NA
S25,S1,A4,A,4,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S251,S3,C8,C,8,NA,Overnight,NA,19-Nov,19-Nov,3 hours,2,NA,"Plastic, no yeast",1,42,H,S,HS,NA,NA,NA,NA,78.15061188,Y,NA,NA,NA,NA,NA,NA,NA,NA
